"_id","_labels","atcClassification","category","class","diseaseID","drugID","ensemblID","name","ncbiID","ncbiTaxID","providedBy","semanticType","symbol","type","uniprotID","_start","_end","_type","associationType","confidenceScore","identifier","providedBy","publication","relation","type"
"14959",":Drug","Drug","Cytochrome P-450 CYP2D6 Inhibitors, Enzyme Inhibitors, Sensory System Agents, Cytochrome P-450 Enzyme Inhibitors, Anti-Inflammatory Agents, Cytochrome P-450 CYP2C9 Inhibitors (strong), Coloring Agents, Diarylheptanoids, Alkanes, Cytochrome P-450 CYP2B6 Inhibitors, Peripheral Nervous System Agents, Cytochrome P-450 CYP1A2 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strong), Cytochrome P-450 CYP2B6 Inhibitors (moderate), Analgesics, Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (moderate), Compounds used in a research, industrial, or household setting, Benzene Derivatives, Analgesics, Non-Narcotic, Heptanes, P-glycoprotein substrates, Hydrocarbons, Acyclic, Antineoplastic Agents, Antirheumatic Agents, Catechols, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors, Phenols, P-glycoprotein inhibitors, Cytochrome P-450 CYP1A2 Inhibitors (moderate)","","","DB11672","","Curcumin","","","","","","Drug","",,,,,,,,,,
"14988",":Drug","B03XA07,B03XA,B03X,B03,B,Drug","Pyrimidines, Antianemic Preparations, Blood and Blood Forming Organs, Pyrimidinones, Amino Acids, Peptides, and Proteins, Amino Acids","","","DB11682","","Daprodustat","","","","","","Drug","",,,,,,,,,,
"14999",":Drug","L01EE04,L01EE,L01E,L01,L,Drug","Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 Substrates, Tyrosine Kinase Inhibitors, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Mitogen-activated protein kinase (MEK) inhibitors, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Heterocyclic Compounds, Fused-Ring, Protein Kinase Inhibitors, BCRP/ABCG2 Substrates, Cytochrome P-450 CYP3A Substrates, UGT1A1 Substrates, Mitogen-Activated Protein Kinase Kinase 2 Inhibitors, Cytochrome P-450 CYP1A2 Substrates, Mitogen-Activated Protein Kinase Kinase 1 Inhibitors, Cytochrome P-450 CYP2C8 Substrates, Kinase Inhibitor","","","DB11689","","Selumetinib","","","","","","Drug","",,,,,,,,,,
"15001",":Drug","L02AA02,L02AA,L02A,L02,L,Drug","Endocrine Therapy, Estranes, Hormones, Hormone Substitutes, and Hormone Antagonists, Antineoplastic and Immunomodulating Agents, Estrenes, Estrogens, Hormones, Fused-Ring Compounds, Gonadal Steroid Hormones, Hormones and Related Agents, Estradiol Congeners, Gonadal Hormones, Steroids","","","DB09369","","Polyestradiol phosphate","","","","","","Drug","",,,,,,,,,,
"15007",":Drug","G03FA09,G03FA,G03F,G03,G,Drug","Sex Hormones and Modulators of the Genital System, Cytochrome P-450 Substrates, Contraceptives, Oral, Hormonal, Norsteroids, Adrenal Cortex Hormones, Genito Urinary System and Sex Hormones, Reproductive Control Agents, Cytochrome P-450 CYP3A4 Substrates, Fused-Ring Compounds, Contraceptive Agents, Hormonal, Contraceptives, Oral, Cytochrome P-450 CYP3A Substrates, Contraceptives, Oral, Synthetic, Progestins, Combination Contraceptives (with Estrogen and derivatives), Norpregnenes, Hormonal Contraceptives for Systemic Use, Norpregnanes, Contraceptive Agents, Female, Progestin Contraceptives, Steroids","","","DB09371","","Norethynodrel","","","","","","Drug","",,,,,,,,,,
"15016",":Drug","L04AD03,L04AD,L04A,L04,L,Drug","Cytochrome P-450 Substrates, Immunosuppressive Agents, Cytochrome P-450 Enzyme Inhibitors, Peptides, Calcineurin Inhibitor Immunosuppressant, Cyclosporins, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Amino Acids, Peptides, and Proteins, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Organic Anion Transporting Polypeptide 1B1 Inhibitors, Cytochrome P-450 CYP3A4 Substrates, Peptides, Cyclic, Calcineurin Inhibitors, Organic Anion Transporting Polypeptide 1B3 Inhibitors, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, P-glycoprotein inhibitors","","","DB11693","","Voclosporin","","","","","","Drug","",,,,,,,,,,
"15023",":Drug","L01EJ03,L01EJ,L01E,L01,L,Drug","QTc Prolonging Agents, Janus Kinase 2, antagonists & inhibitors, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Tyrosine Kinase Inhibitors, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP1A2 Inducers (strength unknown), OCT1 inhibitors, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Cytochrome P-450 CYP1A2 Inhibitors, Cytochrome P-450 Enzyme Inducers, Janus-associated kinase (JAK) inhibitors, Potential QTc-Prolonging Agents, Antineoplastic and Immunomodulating Agents, Cytochrome P-450 CYP3A4 Inducers, Antineoplastic Agents, BCRP/ABCG2 Inhibitors, Protein Kinase Inhibitors, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, OCT2 Inhibitors, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP1A2 Inducers, P-glycoprotein inhibitors, Kinase Inhibitor","","","DB11697","","Pacritinib","","","","","","Drug","",,,,,,,,,,
"15049",":Drug","M01AX25,M01AX,M01A,M01,M,Drug","Carbohydrates, Polysaccharides, Antiinflammatory and Antirheumatic Products, Antiinflammatory and Antirheumatic Products, Non-Steroids, Glycosaminoglycans, Musculo-Skeletal System, Chondroitin, Drugs that are Mainly Renally Excreted","","","DB09301","","Chondroitin sulfate","","","","","","Drug","",,,,,,,,,,
"15054",":Drug","L03AX11,L03AX,L03A,L03,L,Drug","Adjuvants, Immunologic, Antineoplastic and Immunomodulating Agents","","","DB11626","","Tasonermin","","","","","","Drug","",,,,,,,,,,
"15057",":Drug","G03XA02,G03XA,G03X,G03,G,Drug","Norpregnatrienes, Sex Hormones and Modulators of the Genital System, Cytochrome P-450 Substrates, Contraceptives, Oral, Hormonal, Hormones, Hormone Substitutes, and Hormone Antagonists, Norsteroids, Adrenal Cortex Hormones, Genito Urinary System and Sex Hormones, Reproductive Control Agents, Hormones, Cytochrome P-450 CYP3A4 Substrates, Fused-Ring Compounds, Contraceptive Agents, Hormonal, Contraceptives, Oral, Cytochrome P-450 CYP3A Substrates, Progestins, Antigonadotropins and Similar Agents, Hormonal Contraceptives for Systemic Use, Norpregnanes, Contraceptive Agents, Female, Progestin Contraceptives, Steroids","","","DB11619","","Gestrinone","","","","","","Drug","",,,,,,,,,,
"15060",":Drug","C10BA02,C10BA,C10B,C10,C,Drug;C10AX09,C10AX,C10A,C10,C,Drug;C10BA10,C10BA,C10B,C10,C,Drug;C10BA11,C10BA,C10B,C10,C,Drug;C10BA05,C10BA,C10B,C10,C,Drug;C10BA12,C10BA,C10B,C10,C,Drug;C10BA06,C10BA,C10B,C10,C,Drug","Anticholesteremic Agents, Hypolipidemic Agents, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors, Decreased Cholesterol Absorption, P-glycoprotein substrates, UGT1A3 substrates, Non-statin Hypolipidemic Agents Indicated for Hyperlipidemia, Azetines, BSEP/ABCB11 Substrates, Hypolipidemic Agents Indicated for Hyperlipidemia, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Dietary Cholesterol Absorption Inhibitor, Lipid Modifying Agents, Lipid Modifying Agents, Plain, Lipid Regulating Agents, BCRP/ABCG2 Substrates, Cytochrome P-450 CYP3A Inhibitors, UGT2B7 substrates, UGT1A1 Substrates, Cytochrome P-450 CYP3A4 Inhibitors, OATP1B1/SLCO1B1 Substrates, Cytochrome P-450 CYP2C8 Inhibitors (strength unknown)","","","DB00973","","Ezetimibe","","","","","","Drug","",,,,,,,,,,
"15064",":Drug","G03AA09,G03AA,G03A,G03,G,Drug;G03AA13,G03AA,G03A,G03,G,Drug;G03AA05,G03AA,G03A,G03,G,Drug;G03AB06,G03AB,G03A,G03,G,Drug;G03AA01,G03AA,G03A,G03,G,Drug;G03AB03,G03AB,G03A,G03,G,Drug;G03AA08,G03AA,G03A,G03,G,Drug;G03AA06,G03AA,G03A,G03,G,Drug;G03AA10,G03AA,G03A,G03,G,Drug;G03AB09,G03AB,G03A,G03,G,Drug;L02AA03,L02AA,L02A,L02,L,Drug;G03AA02,G03AA,G03A,G03,G,Drug;G03CA01,G03CA,G03C,G03,G,Drug;G03AB04,G03AB,G03A,G03,G,Drug;G03AA15,G03AA,G03A,G03,G,Drug;G03AA07,G03AA,G03A,G03,G,Drug;G03AA03,G03AA,G03A,G03,G,Drug;G03AB05,G03AB,G03A,G03,G,Drug;G03AA11,G03AA,G03A,G03,G,Drug;G03AA12,G03AA,G03A,G03,G,Drug;G03AA16,G03AA,G03A,G03,G,Drug;G03AB01,G03AB,G03A,G03,G,Drug;G03AA04,G03AA,G03A,G03,G,Drug;G03AB07,G03AB,G03A,G03,G,Drug;G03AB02,G03AB,G03A,G03,G,Drug","Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Adrenal Cortex Hormones, Estrogens, Genito Urinary System and Sex Hormones, Hormones, UGT1A1 Inducers, Cytochrome P-450 CYP3A4 Substrates, UGT2B7 substrates, BSEP/ABCB11 inducers, COMT Substrates, Cytochrome P-450 CYP2C8 Substrates, Hormonal Contraceptives for Systemic Use, Contraceptive Agents, Female, Cytochrome P-450 CYP2C8 Inhibitors (strength unknown), Gonadal Hormones, Estrogen Contraceptives, Cytochrome P-450 CYP3A5 Substrates, Contraceptives, Oral, Hormonal, Cytochrome P-450 CYP2C8 Inhibitors, Norsteroids, Antineoplastic and Immunomodulating Agents, Reproductive Control Agents, Estrogenic Steroids, Alkylated, Contraceptive Agents, Hormonal, Thyroxine-binding globulin inducers, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), UGT1A4 substrates, Endocrine Therapy, Sex Hormones and Modulators of the Genital System, BSEP/ABCB11 Inhibitors, Cytochrome P-450 CYP2C19 Inhibitors, Natural and Semisynthetic Estrogens, Plain, Fused-Ring Compounds, Contraceptives, Oral, Hormones and Related Agents, Progestogens and Estrogens, Sequential Preparations, Estradiol Congeners, Norpregnanes, Norpregnatrienes, Contraceptives, Postcoital, Hormones, Hormone Substitutes, and Hormone Antagonists, P-glycoprotein substrates, Gonadal Steroid Hormones, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP3A Substrates, UGT1A1 Substrates, Cytochrome P-450 CYP1A2 Substrates, UGT1A9 Substrates, Hyperglycemia-Associated Agents, Steroids","","","DB00977","","Ethinylestradiol","","","","","","Drug","",,,,,,,,,,
"15069",":Drug","Drug","Fatty Acids, Essential, Biological Factors, Arachidonic Acids, Autacoids, Fatty Acids, Unsaturated, Inflammation Mediators, Fatty Acids, Leukotrienes, Eicosanoids, Lipids","","","DB12961","","Leukotriene B4","","","","","","Drug","",,,,,,,,,,
"15071",":Drug","Drug","Receptors, CCR4, antagonists & inhibitors","","","DB12960","","INCB-9471","","","","","","Drug","",,,,,,,,,,
"15074",":Drug","N04BX04,N04BX,N04B,N04,N,Drug","Enzyme Inhibitors, Cytochrome P-450 Enzyme Inhibitors, Nervous System, Cytochrome P-450 CYP2C19 Inducers (strength unknown), Hypotensive Agents, OATP1B3 substrates, Cytochrome P-450 CYP2B6 Inhibitors, OATP2B1/SLCO2B1 substrates, Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Cytochrome P-450 CYP1A2 Inhibitors, Anti-Dyskinesia Agents, Cytochrome P-450 Enzyme Inducers, COMT Inhibitors, Oxazoles, Cytochrome P-450 CYP2C19 Inducers, Cytochrome P-450 CYP2C8 Inhibitors (weak), Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors (strength unknown), Dopamine Agents, Cytochrome P-450 CYP1A2 Inhibitors (weak), Cytochrome P-450 CYP2B6 Inhibitors (weak), OATP1B1/SLCO1B1 Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors, P-glycoprotein substrates, Anti-Parkinson Drugs, BCRP/ABCG2 Substrates, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Central Nervous System Agents, Cytochrome P-450 CYP2B6 Inhibitors (strength unknown)","","","DB11632","","Opicapone","","","","","","Drug","",,,,,,,,,,
"15080",":Drug","D08AL30,D08AL,D08A,D08,D,Drug","Silver Compounds, Antiseptics and Disinfectants, Dermatologicals, Metals, Metals, Heavy, Elements, Transition Elements","","","DB12965","","Silver","","","","","","Drug","",,,,,,,,,,
"15083",":Drug","J02AC05,J02AC,J02A,J02,J,Drug","Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2C8 Inducers, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Antimycotics for Systemic Use, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A4 Inhibitors (moderate), Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP3A4 Substrates, Anti-Infective Agents, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 CYP2B6 Inducers (weak), Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2B6 Inducers, Cytochrome P-450 CYP2C9 Inducers (weak), Antifungal Agents, Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), Triazole and tetrazole derivatives, Cytochrome P-450 CYP2C8 Inhibitors (strength unknown), Triazole Derivatives, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP2C8 Inhibitors, Isavuconazole and Prodrugs, Cytochrome P-450 CYP3A4 Inducers, Cytochrome P-450 CYP3A5 Inhibitors, BCRP/ABCG2 Inhibitors, Antiinfectives for Systemic Use, Cytochrome P-450 CYP2C8 Inducers (weak), Cytochrome P-450 CYP3A4 Inducers (weak), Cytochrome P-450 CYP3A5 Inhibitors (moderate), UGT1A9 Inhibitors, Azole Antifungals, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), OCT2 Inhibitors, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP2C9 Inducers, P-glycoprotein inhibitors","","","DB11633","","Isavuconazole","","","","","","Drug","",,,,,,,,,,
"15091",":Drug","P01BF05,P01BF,P01B,P01,P,Drug;P01BE05,P01BE,P01B,P01,P,Drug","Cytochrome P-450 CYP2D6 Inhibitors, Antiparasitic Products, Insecticides and Repellents, Antiprotozoals, Artemisinin and derivatives, Cytochrome P-450 Enzyme Inhibitors, Free Radicals, Antimalarials, Cytochrome P-450 CYP2C19 Inhibitors, Anti-Infective Agents, Artemisia, UGT2B7 substrates, Sesquiterpenes, UGT1A9 Substrates, Peroxides, Cytochrome P-450 CYP2C19 Inhibitors (weak), Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), Terpenes, Antiparasitic Agents","","","DB11638","","Artenimol","","","","","","Drug","",,,,,,,,,,
"15095",":Drug","M05BC01,M05BC,M05B,M05,M,Drug","Proteins, Biological Factors, Peptides, Musculo-Skeletal System, Drugs for Treatment of Bone Diseases, Intercellular Signaling Peptides and Proteins, Amino Acids, Peptides, and Proteins, TGF-beta Superfamily Proteins, Bone Morphogenetic Proteins, Drugs Affecting Bone Structure and Mineralization","","","DB11639","","Dibotermin alfa","","","","","","Drug","",,,,,,,,,,
"15098",":Drug","Drug","Cytochrome P-450 Substrates, Cytochrome P-450 CYP3A Substrates, Hormones, Hormone Substitutes, and Hormone Antagonists, Thyroxine-binding globulin inducers, Estrogens, Hormones, Cytochrome P-450 CYP3A4 Substrates, Drugs that are Mainly Renally Excreted, Gonadal Hormones, Gonadal Steroid Hormones","","","DB09317","","Synthetic Conjugated Estrogens, A","","","","","","Drug","",,,,,,,,,,
"15100",":Drug","Drug","Cytochrome P-450 Substrates, Cytochrome P-450 CYP3A Substrates, Hormones, Hormone Substitutes, and Hormone Antagonists, Thyroxine-binding globulin inducers, Estrogens, Hormones, Cytochrome P-450 CYP3A4 Substrates, Drugs that are Mainly Renally Excreted, Gonadal Hormones, Gonadal Steroid Hormones","","","DB09318","","Synthetic Conjugated Estrogens, B","","","","","","Drug","",,,,,,,,,,
"15101",":Drug","Drug","Estranes, Hormones, Hormone Substitutes, and Hormone Antagonists, Estrenes, Anabolic Agents, Hormones, Fused-Ring Compounds, Gonadal Steroid Hormones, Androgens, Testosterone Congeners, Thyroxine-binding globulin inhibitors, Nandrolone and esters, Gonadal Hormones, Steroids","","","DB00984","","Nandrolone phenpropionate","","","","","","Drug","",,,,,,,,,,
"15107",":Drug","C01CA04,C01CA,C01C,C01,C,Drug","OCT1 substrates, Amines, OCT2 Substrates, Cardiovascular Agents, Selective Beta 1-adrenergic Agonists, Drugs that are Mainly Renally Excreted, Peripheral Nervous System Agents, Biogenic Amines, COMT Substrates, Dopamine, metabolism, Monoamine Oxidase A Substrates, Compounds used in a research, industrial, or household setting, Benzene Derivatives, Dopamine Agents, Autonomic Agents, Protective Agents, Agents producing tachycardia, Catecholamines, Catechols, Adrenergic and Dopaminergic Agents, Biogenic Monoamines, Cardiotonic Agents, Neurotransmitter Agents, Sympathomimetics, OCT2 Inhibitors, Cardiac Stimulants Excl. Cardiac Glycosides, Agents that produce hypertension, Phenols, Cardiac Therapy","","","DB00988","","Dopamine","","","","","","Drug","",,,,,,,,,,
"15112",":Drug","L01CA05,L01CA,L01C,L01,L,Drug","Cytochrome P-450 Substrates, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, P-glycoprotein substrates, Vinca Alkaloids, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Indolizidines, Cytochrome P-450 CYP3A4 Substrates, Secologanin Tryptamine Alkaloids, P-glycoprotein substrates with a Narrow Therapeutic Index, Indole Alkaloids, Alkaloids, Heterocyclic Compounds, Fused-Ring, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, Indolizines, Indoles","","","DB11641","","Vinflunine","","","","","","Drug","",,,,,,,,,,
"15130",":Drug","N07XX08,N07XX,N07X,N07,N,Drug","Heterocyclic Compounds, Fused-Ring, Immunologic Factors, Hormones, Hormone Substitutes, and Hormone Antagonists, Nervous System, Anti-Inflammatory Agents, BCRP/ABCG2 Inhibitors, Miscellaneous Cardiac Drugs, OAT3/SLC22A8 Inhibitors, Transthyretin Stabilizers, Fused-Ring Compounds, OAT1/SLC22A6 inhibitors","","","DB11644","","Tafamidis","","","","","","Drug","",,,,,,,,,,
"15131",":Drug","L01EX15,L01EX,L01E,L01,L,Drug","Amines, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Tyrosine Kinase Inhibitors, Cytochrome P-450 CYP3A Inducers, OATP1B3 inhibitors, Cytochrome P-450 CYP2B6 Inducers (strength unknown), MATE inhibitors, MATE 1 Inhibitors, Cancer immunotherapy, Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 CYP2C9 Inhibitors, Immunotherapy, Cytochrome P-450 CYP2B6 Inducers, Hepatotoxic Agents, OATP1B1/SLCO1B1 Inhibitors, Pyridines, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, Antineoplastic and Immunomodulating Agents, Cytochrome P-450 CYP3A4 Inducers, Antineoplastic Agents, Organic Anion Transporting Polypeptide 2B1 Inhibitors, UGT1A1 Inhibitors, Cytochrome P-450 CYP3A4 Inducers (weak), Protein Kinase Inhibitors, Cytochrome P-450 CYP3A Inhibitors, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors, MATE 2 Inhibitors, UGT1A4 substrates, Cytochrome P-450 CYP2B6 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors (weak), Kinase Inhibitor","","","DB12978","","Pexidartinib","","","","","","Drug","",,,,,,,,,,
"15147",":Drug","M01AE12,M01AE,M01A,M01,M,Drug","Analgesics, Non-Narcotic, Anti-Inflammatory Agents, Non-Steroidal, Nephrotoxic agents, Acids, Acyclic, Enzyme Inhibitors, Sensory System Agents, Cyclooxygenase Inhibitors, Anti-Inflammatory Agents, Agents causing hyperkalemia, Antirheumatic Agents, Non COX-2 selective NSAIDS, Drugs that are Mainly Renally Excreted, Peripheral Nervous System Agents, Antiinflammatory and Antirheumatic Products, Antiinflammatory and Antirheumatic Products, Non-Steroids, Analgesics, Oxazoles, Photosensitizing Agents, Anti-Inflammatory Agents, Non-Steroidal (Non-Selective), Musculo-Skeletal System, Propionates, Agents that produce hypertension, Drugs causing inadvertant photosensitivity, Other Nonsteroidal Anti-inflammatory Agents","","","DB00991","","Oxaprozin","","","","","","Drug","",,,,,,,,,,
"15150",":Drug","M01CB03,M01CB,M01C,M01,M,Drug","Organogold Compounds, Organometallic Compounds, Antiinflammatory and Antirheumatic Products, Gold Preparations, Gold Compounds, Musculo-Skeletal System, Antirheumatic Agents, Specific Antirheumatic Agents, Drugs that are Mainly Renally Excreted","","","DB00995","","Auranofin","","","","","","Drug","",,,,,,,,,,
"15151",":Drug","Drug","Biological Factors, Blood Coagulation Factors, Amino Acids, Peptides, and Proteins, Recombinant Proteins, Drugs that are Mainly Renally Excreted, Alcohols, Macromolecular Substances, Proteins, Blood Proteins, Ethylene Glycols, Protein Precursors, Pegylated agents, Glycols, Hemostatics, Human Antihemophilic Factors, Polymers, Compounds used in a research, industrial, or household setting","","","DB09329","","Antihemophilic factor (recombinant), PEGylated","","","","","","Drug","",,,,,,,,,,
"15154",":Drug","L04AX01,L04AX,L04A,L04,L,Drug","Carbohydrates, Immunologic Factors, Thiopurine Analogs, Cytochrome P-450 Substrates, Immunosuppressive Agents, Purine Antimetabolite, Noxae, P-glycoprotein substrates, Thionucleosides, Antineoplastic and Immunomodulating Agents, Antirheumatic Agents, Antimetabolites, Drugs that are Mainly Renally Excreted, Heterocyclic Compounds, Fused-Ring, Purines, Nucleic Acid Synthesis Inhibitors, Sulfur Compounds, Nucleic Acids, Nucleotides, and Nucleosides, Immunotherapy, Cytochrome P-450 CYP1A2 Substrates, Glycosides, Nucleosides, Toxic Actions, Sulfhydryl Compounds","","","DB00993","","Azathioprine","","","","","","Drug","",,,,,,,,,,
"15159",":Drug","L01DB01,L01DB,L01D,L01,L,Drug","Anthracycline Topoisomerase Inhibitor, Cytochrome P-450 CYP2D6 Inhibitors, Anthracyclines, Enzyme Inhibitors, Cytochrome P-450 Substrates, Cytotoxic Antibiotics and Related Substances, Immunosuppressive Agents, Topoisomerase Inhibitors, Cytochrome P-450 Enzyme Inhibitors, BSEP/ABCB11 Substrates, Cardiotoxic antineoplastic agents, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP3A4 Substrates, Topoisomerase II Inhibitors, Naphthacenes, Glycosides, Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), Drugs causing inadvertant photosensitivity, Carbohydrates, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Antibiotics, Antineoplastic, P-glycoprotein substrates with a Narrow Therapeutic Index, Myelosuppressive Agents, P-glycoprotein inducers, BCRP/ABCG2 Substrates, Cytochrome P-450 CYP3A Inhibitors, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, Photosensitizing Agents, Cytochrome P-450 CYP3A4 Inhibitors, BSEP/ABCB11 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2B6 Inhibitors (strength unknown), P-glycoprotein inhibitors, Anthracyclines and Related Substances","","","DB00997","","Doxorubicin","","","","","","Drug","",,,,,,,,,,
"15162",":Drug","Drug","Anions, Amidines, Electrolytes, Ions, Nitrogen Compounds","","","DB12980","","CHS-828","","","","","","Drug","",,,,,,,,,,
"15165",":Drug","L01EH03,L01EH,L01E,L01,L,Drug","Enzyme Inhibitors, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Tyrosine Kinase Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, MATE inhibitors, MATE 1 Inhibitors, Heterocyclic Compounds, Fused-Ring, Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors, Protein Kinase Inhibitors, BCRP/ABCG2 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, OCT2 Inhibitors, MATE 2 Inhibitors, Cytochrome P-450 CYP2C8 Substrates, P-glycoprotein inhibitors, Kinase Inhibitor","","","DB11652","","Tucatinib","","","","","","Drug","",,,,,,,,,,
"15182",":Drug","Drug","Organometallic Compounds, Proteins, Serum Globulins, Immunoglobulins, Globulins, Blood Proteins, Antibodies, Amino Acids, Peptides, and Proteins, Antibodies, Monoclonal, Immunoproteins","","","DB09336","","Technetium Tc-99m nofetumomab merpentan","","","","","","Drug","",,,,,,,,,,
"15195",":Drug","Drug","0","","","DB09332","","Kappadione","","","","","","Drug","",,,,,,,,,,
"15196",":Drug","L01EB04,L01EB,L01E,L01,L,Drug","Acids, Acyclic, Enzyme Inhibitors, Amines, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Tyrosine Kinase Inhibitors, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP1A2 Inducers (strength unknown), Amides, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Cytochrome P-450 CYP3A4 Inducers, Antineoplastic Agents, BCRP/ABCG2 Inhibitors, P-glycoprotein substrates with a Narrow Therapeutic Index, Acrylates, Protein Kinase Inhibitors, BCRP/ABCG2 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP1A2 Inducers, Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (weak), Kinase Inhibitor","","","DB09330","","Osimertinib","","","","","","Drug","",,,,,,,,,,
"15198",":Drug","Drug","0","","","DB08094","","RO-4584820","","","","","","Drug","",,,,,,,,,,
"15211",":Drug","Drug","0","","","DB05831","","ING-1","","","","","","Drug","",,,,,,,,,,
"15218",":Drug","Drug","0","","","DB05846","","Mito-4509","","","","","","Drug","",,,,,,,,,,
"15222",":Drug","Drug","0","","","DB05848","","humanized SMART Anti-IL-12 Antibody","","","","","","Drug","",,,,,,,,,,
