"_id","_labels","atcClassification","category","class","detail","diseaseID","drugID","ensemblID","name","ncbiID","ncbiTaxID","providedBy","semanticType","symbol","type","uniprotID","_start","_end","_type","associationType","confidenceScore","identifier","providedBy","publication","relation","type"
,,,,,,,,,,,,,,,,,"5412","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"7900","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5125","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6186","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"68","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1378","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"204","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1379","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"245","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1380","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1381","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1382","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6036","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6037","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1371","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1372","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1374","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1373","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1369","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"736","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"911","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"926","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5138","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5142","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5269","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"7307","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5107","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6806","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"7714","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"912","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5156","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"7692","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"7392","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1404","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"7715","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1190","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1193","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5190","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5617","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6330","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5523","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1414","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5529","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6738","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"168","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6868","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6426","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5942","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5358","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6416","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6018","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5124","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1426","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1427","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"8665","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1435","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5376","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5604","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6821","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6822","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6813","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"919","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5761","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6812","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6877","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1440","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5260","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1442","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6845","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6083","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5441","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5273","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1454","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"8681","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"7056","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"6977","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"5640","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"956","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"7105","687","IS_INVOLVED_IN","","","","","","",""
,,,,,,,,,,,,,,,,,"1448","939","INTERACTS_WITH","association","0.62","EBI-21939879","intact","PMID:27499296","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6913","7408","INTERACTS_WITH","association","0.72","EBI-16076084","intact","PMID:24056303","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7413","7408","INTERACTS_WITH","association","0.72","EBI-16076105","intact","PMID:24056303","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6613","8173","INTERACTS_WITH","association","0.78","EBI-15947035","intact","PMID:21984185","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"8163","8173","INTERACTS_WITH","physical association","0.74","EBI-11898829","intact","NA","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7852","8173","INTERACTS_WITH","association","0.76","EBI-15946851","intact","PMID:21984185","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1352","1366","INTERACTS_WITH","physical association","0.73","EBI-15104377","intact","PMID:24606901","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6826","8100","INTERACTS_WITH","physical association","0.63","EBI-1210825","intact","PMID:12788081","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5156","5633","INTERACTS_WITH","association","0.86","EBI-28946805","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5204","5204","INTERACTS_WITH","direct interaction","0.72","EBI-20765695","intact","PMID:23804756","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5245","5204","INTERACTS_WITH","physical association","0.74","EBI-22130806","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1435","5707","INTERACTS_WITH","physical association","0.6","EBI-20736461","intact","PMID:29997244","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5485","5485","INTERACTS_WITH","physical association","0.67","EBI-24332052","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5294","7181","INTERACTS_WITH","physical association","0.67","EBI-22271360","intact","PMID:29892012","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1007","5272","INTERACTS_WITH","association","0.62","EBI-15600769","intact","PMID:16971486","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6098","5272","INTERACTS_WITH","physical association","0.66","EBI-20567868","intact","PMID:20406461","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1406","1406","INTERACTS_WITH","physical association","0.69","EBI-34615574","intact","PMID:31319868","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7088","6422","INTERACTS_WITH","physical association","0.67","EBI-22269069","intact","PMID:29892012","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1046","6422","INTERACTS_WITH","physical association","0.67","EBI-22269057","intact","PMID:29892012","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1152","7612","INTERACTS_WITH","association","0.64","EBI-21939904","intact","PMID:27499296","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1466","7460","INTERACTS_WITH","association","0.76","EBI-5275182","intact","PMID:20103630","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1161","1163","INTERACTS_WITH","proximity","0.6","EBI-29678473","intact","PMID:35140242","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6205","6393","INTERACTS_WITH","association","0.67","EBI-3894331","intact","PMID:18922472","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5183","6859","INTERACTS_WITH","physical association","0.67","EBI-25639613","intact","PMID:29636472","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6205","6859","INTERACTS_WITH","association","0.67","EBI-3894331","intact","PMID:18922472","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1291","6785","INTERACTS_WITH","physical association","0.67","EBI-10498826","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5183","6785","INTERACTS_WITH","physical association","0.9","EBI-22132521","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1678","6785","INTERACTS_WITH","physical association","0.67","EBI-22137124","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1394","6958","INTERACTS_WITH","association","0.64","EBI-1791132","intact","PMID:9674425","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5910","5147","INTERACTS_WITH","physical association","0.81","EBI-15713500","intact","PMID:18599441","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5924","5147","INTERACTS_WITH","physical association","0.87","EBI-16055452","intact","PMID:23623729","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5146","6855","INTERACTS_WITH","physical association","0.78","EBI-12722032","intact","PMID:25910212","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6390","6855","INTERACTS_WITH","physical association","0.87","EBI-22271911","intact","PMID:29892012","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"426","5300","INTERACTS_WITH","direct interaction","0.6","EBI-11740380","intact","PMID:27059175","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5300","5300","INTERACTS_WITH","direct interaction","0.61","EBI-21985894","intact","PMID:30914652","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"14","1413","INTERACTS_WITH","association","0.67","EBI-21671273","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1413","1413","INTERACTS_WITH","physical association","0.74","EBI-24474010","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7121","6148","INTERACTS_WITH","association","0.64","EBI-21672932","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7180","6148","INTERACTS_WITH","physical association","0.73","EBI-11899635","intact","NA","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6395","6148","INTERACTS_WITH","association","0.79","EBI-21673041","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6393","252","INTERACTS_WITH","physical association","0.67","EBI-26569750","intact","PMID:27342858","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6859","252","INTERACTS_WITH","association","0.67","EBI-21604240","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6132","252","INTERACTS_WITH","association","0.87","EBI-21656115","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6205","252","INTERACTS_WITH","association","0.67","EBI-3894331","intact","PMID:18922472","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7382","7970","INTERACTS_WITH","physical association","0.63","EBI-1783930","intact","PMID:16275660","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5417","5497","INTERACTS_WITH","association","0.64","EBI-26399642","intact","PMID:32960270","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5326","8146","INTERACTS_WITH","direct interaction","0.72","EBI-26895875","intact","PMID:17052462","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"369","8146","INTERACTS_WITH","association","0.69","EBI-25483364","intact","PMID:24981860","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1413","5359","INTERACTS_WITH","physical association","0.79","EBI-24382255","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5359","5359","INTERACTS_WITH","physical association","0.68","EBI-24466393","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6122","5359","INTERACTS_WITH","physical association","0.67","EBI-22137716","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7745","6244","INTERACTS_WITH","proximity","0.67","EBI-16792797","intact","PMID:29568061","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6386","8583","INTERACTS_WITH","colocalization","0.6","EBI-6262723","intact","PMID:18596238","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5285","8583","INTERACTS_WITH","direct interaction","0.79","EBI-8016090","intact","PMID:22872150","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5921","8583","INTERACTS_WITH","direct interaction","0.64","EBI-6263792","intact","PMID:22323517","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5513","8583","INTERACTS_WITH","physical association","0.7","EBI-6280752","intact","PMID:20657822","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5414","8583","INTERACTS_WITH","colocalization","0.77","EBI-8015668","intact","PMID:22872150","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5281","8583","INTERACTS_WITH","colocalization","0.61","EBI-10904210","intact","PMID:24965446","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5869","8583","INTERACTS_WITH","direct interaction","0.64","EBI-6263516","intact","PMID:22323517","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5477","5502","INTERACTS_WITH","association","0.74","EBI-26398788","intact","PMID:32960270","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5141","5502","INTERACTS_WITH","direct interaction","0.74","EBI-13942457","intact","PMID:10523667","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7729","5502","INTERACTS_WITH","physical association","0.79","EBI-34602956","intact","PMID:35044719","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5277","1348","INTERACTS_WITH","cleavage reaction","0.62","EBI-8589221","intact","PMID:21314817","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"8416","7884","INTERACTS_WITH","physical association","0.63","EBI-8786010","intact","PMID:10330181","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"8074","8074","INTERACTS_WITH","physical association","0.68","EBI-11779501","intact","PMID:27107012","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5364","8074","INTERACTS_WITH","physical association","0.78","EBI-22146881","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7650","7130","INTERACTS_WITH","association","0.69","EBI-16788578","intact","PMID:29568061","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1579","5166","INTERACTS_WITH","proximity","0.6","EBI-26965611","intact","PMID:33640491","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1299","5595","INTERACTS_WITH","physical association","0.77","EBI-11164953","intact","PMID:21804599","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5595","5595","INTERACTS_WITH","physical association","0.61","EBI-27032262","intact","PMID:34189428","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1466","7398","INTERACTS_WITH","colocalization","0.68","EBI-9697903","intact","PMID:25043603","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1494","7398","INTERACTS_WITH","association","0.95","EBI-8526813","intact","PMID:23678861","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5462","6794","INTERACTS_WITH","association","0.64","EBI-28934542","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6148","6707","INTERACTS_WITH","physical association","0.67","EBI-10501214","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7810","6326","INTERACTS_WITH","physical association","0.75","EBI-7660342","intact","PMID:17948026","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6326","6326","INTERACTS_WITH","physical association","0.63","EBI-7660398","intact","PMID:17948026","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6873","1296","INTERACTS_WITH","direct interaction","0.78","EBI-26590418","intact","PMID:23661758","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"806","1296","INTERACTS_WITH","direct interaction","0.62","EBI-26590446","intact","PMID:23661758","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"125","1296","INTERACTS_WITH","direct interaction","0.62","EBI-26590460","intact","PMID:23661758","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5420","5420","INTERACTS_WITH","physical association","0.68","EBI-3903482","intact","PMID:21642987","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6096","5420","INTERACTS_WITH","physical association","0.7","EBI-12727592","intact","PMID:25910212","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"303","7711","INTERACTS_WITH","association","0.74","EBI-11026245","intact","PMID:26496610","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7971","7711","INTERACTS_WITH","association","0.87","EBI-28944828","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6009","7711","INTERACTS_WITH","phosphorylation reaction","0.97","EBI-15915951","intact","PMID:21423167","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7712","7711","INTERACTS_WITH","association","0.95","EBI-28930872","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1417","7711","INTERACTS_WITH","direct interaction","0.61","EBI-1389257","intact","PMID:17693255","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5364","7711","INTERACTS_WITH","phosphorylation reaction","0.61","EBI-15755950","intact","PMID:19196987","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7711","7711","INTERACTS_WITH","direct interaction","0.87","EBI-16062029","intact","PMID:23776406","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5518","7711","INTERACTS_WITH","proximity","0.68","EBI-6593968","intact","PMID:25241761","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6419","7711","INTERACTS_WITH","physical association","0.64","EBI-7801054","intact","PMID:16126728","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7309","701","INTERACTS_WITH","association","0.67","EBI-13955506","intact","PMID:23263864","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"459","456","INTERACTS_WITH","proximity","0.77","EBI-25471577","intact","PMID:25281560","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5382","7839","INTERACTS_WITH","physical association","0.68","EBI-36491524","intact","PMID:35914814","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6142","5245","INTERACTS_WITH","physical association","0.67","EBI-10501538","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6018","5245","INTERACTS_WITH","direct interaction","0.84","EBI-8520537","intact","PMID:12207904","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"206","5245","INTERACTS_WITH","physical association","0.78","EBI-12722572","intact","PMID:25910212","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6323","435","INTERACTS_WITH","proximity","0.82","EBI-14028660","intact","PMID:28330616","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"813","6160","INTERACTS_WITH","association","0.64","EBI-28935428","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5157","6642","INTERACTS_WITH","association","0.66","EBI-26987848","intact","PMID:24421332","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1161","7712","INTERACTS_WITH","association","0.71","EBI-11322417","intact","PMID:25609649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7971","7712","INTERACTS_WITH","association","0.94","EBI-28944828","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6009","7712","INTERACTS_WITH","association","0.95","EBI-21664926","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7712","7712","INTERACTS_WITH","phosphorylation reaction","0.61","EBI-1552197","intact","PMID:9520446","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6530","6726","INTERACTS_WITH","physical association","0.78","EBI-22126221","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6146","8033","INTERACTS_WITH","association","0.84","EBI-25476085","intact","PMID:24981860","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"8033","118","INTERACTS_WITH","association","0.81","EBI-16187616","intact","PMID:26655834","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7021","118","INTERACTS_WITH","physical association","0.63","EBI-25822927","intact","PMID:32911434","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"198","118","INTERACTS_WITH","association","0.78","EBI-25476058","intact","PMID:24981860","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"198","324","INTERACTS_WITH","association","0.77","EBI-25476058","intact","PMID:24981860","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6146","324","INTERACTS_WITH","association","0.67","EBI-25476085","intact","PMID:24981860","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"8033","324","INTERACTS_WITH","physical association","0.75","EBI-16187594","intact","PMID:26655834","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5440","6367","INTERACTS_WITH","association","0.67","EBI-20723936","intact","PMID:29021621","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5269","5964","INTERACTS_WITH","association","0.62","EBI-20201138","intact","PMID:29251827","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5924","5946","INTERACTS_WITH","physical association","0.77","EBI-16055403","intact","PMID:23623729","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5910","5893","INTERACTS_WITH","physical association","0.73","EBI-15713462","intact","PMID:18599441","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5946","5893","INTERACTS_WITH","association","0.67","EBI-16055373","intact","PMID:23623729","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5147","5893","INTERACTS_WITH","association","0.82","EBI-16055344","intact","PMID:23623729","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5924","5893","INTERACTS_WITH","physical association","0.88","EBI-16055452","intact","PMID:23623729","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5861","5893","INTERACTS_WITH","association","0.67","EBI-16055479","intact","PMID:23623729","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"227","978","INTERACTS_WITH","proximity","0.95","EBI-16787973","intact","PMID:29568061","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"978","978","INTERACTS_WITH","direct interaction","0.61","EBI-9548460","intact","PMID:23251006","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"34","6756","INTERACTS_WITH","physical association","0.69","EBI-2270165","intact","PMID:19167051","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"7480","6756","INTERACTS_WITH","physical association","0.64","EBI-2270207","intact","PMID:19167051","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6686","6686","INTERACTS_WITH","direct interaction","0.75","EBI-15760354","intact","PMID:19240214","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1405","1405","INTERACTS_WITH","physical association","0.74","EBI-16877586","intact","PMID:23155421","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6873","6873","INTERACTS_WITH","direct interaction","0.62","EBI-26589765","intact","PMID:23661758","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1078","1078","INTERACTS_WITH","physical association","0.77","EBI-14036298","intact","PMID:17964261","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1689","5440","INTERACTS_WITH","physical association","0.67","EBI-10502484","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6541","6575","INTERACTS_WITH","association","0.76","EBI-4567076","intact","PMID:20801936","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6269","36","INTERACTS_WITH","physical association","0.66","EBI-11901077","intact","NA","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"1152","1154","INTERACTS_WITH","association","0.64","EBI-21939904","intact","PMID:27499296","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5245","502","INTERACTS_WITH","physical association","0.72","EBI-24442885","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6205","596","INTERACTS_WITH","association","0.67","EBI-3894331","intact","PMID:18922472","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"8070","7529","INTERACTS_WITH","physical association","0.63","EBI-7763588","intact","PMID:22365833","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"6576","5694","INTERACTS_WITH","physical association","0.77","EBI-26873646","intact","PMID:10793132","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,,"5805","5694","INTERACTS_WITH","association","0.69","EBI-26873548","intact","PMID:12802054","RO:0002437","biolink:Association"
